Record number,Number of inquiries in the past three months,Age of the most recent inquiry,Number of derogatory public records,Age of the most recent derogatory public record,Bankruptcy on file,Subject’s age,Subject’s average income in last 5 years,Credit Score,Education,Number of bank accounts opened in last 5 years,Number of bank accounts closed in last 5 years,Marital_status,Gendre,Head of household,Housing  type
5460,6,12,5,3,TRUE,48,49,660,PhD,3,3,Widowed,Male,TRUE,Rental
5461,7,14,11,3,FALSE,35,175,600,BS,6,1,Divorced,Male,TRUE,Rental
5462,7,2,2,1,TRUE,63,310,850,HS,2,2,Divorced,Female,TRUE,Rental
5463,8,7,2,6,FALSE,63,310,800,BS,0,3,Single,Male,FALSE,Owner
5464,10,14,11,4,FALSE,48,310,300,None,5,3,Separated,Female,TRUE,Rental
5465,1,14,11,4,FALSE,30,175,300,BS,4,1,Separated,Male,TRUE,Rental
5466,9,8,1,3,FALSE,35,75,850,BS,0,0,Single,Female,FALSE,Rental
5467,7,11,11,1,TRUE,56,75,850,MS,6,0,Married,Male,FALSE,Rental
5468,4,6,1,3,FALSE,70,175,810,PhD,1,3,Divorced,Male,FALSE,Rental
5469,0,8,11,6,FALSE,NaN,125,600,HS,0,3,Separated,Female,FALSE,Owner
5470,3,4,11,6,TRUE,30,175,500,PhD,4,2,Single,Male,TRUE,Owner
5471,8,8,11,4,FALSE,24,310,730,None,5,3,Divorced,Male,FALSE,Owner
5472,6,9,11,1,TRUE,67,49,850,MS,5,0,Single,Male,TRUE,Owner
5473,5,7,2,4,FALSE,56,250,660,HS,0,3,Widowed,Female,FALSE,Owner
5474,7,13,11,1,TRUE,66,250,300,BS,2,0,Separated,Male,FALSE,Rental
5475,8,1,2,1,FALSE,56,125,300,MS,6,0,Single,Male,FALSE,Owner
5476,9,15,11,4,TRUE,44,310,300,None,5,3,Separated,Female,TRUE,Owner
5477,5,3,2,4,FALSE,50,125,670,None,1,3,Married,Male,TRUE,Owner
5478,6,9,1,4,TRUE,37,75,810,MS,2,1,Divorced,Female,TRUE,Owner
5479,7,4,2,3,FALSE,48,250,760,PhD,0,2,Married,Male,FALSE,Owner
5480,3,2,11,3,TRUE,35,175,600,MS,2,1,Single,Female,TRUE,Owner
5481,4,8,11,4,TRUE,30,310,850,MS,2,1,Widowed,Male,TRUE,Rental
5482,9,1,0,3,TRUE,66,75,850,MS,3,1,Married,Male,FALSE,Rental
5483,3,13,2,1,FALSE,77,175,670,MS,6,0,Divorced,Female,FALSE,Owner
5484,6,9,1,6,FALSE,63,125,810,HS,0,0,Widowed,Female,FALSE,Rental
5485,6,13,0,3,FALSE,66,310,620,BS,5,1,Divorced,Male,TRUE,Rental
5486,8,1,0,4,FALSE,70,310,600,MS,4,0,Widowed,Female,FALSE,Rental
5487,1,12,5,1,TRUE,57,49,600,BS,2,2,Married,Female,FALSE,Rental
5488,4,5,0,1,TRUE,70,75,NaN,HS,3,3,Separated,Female,FALSE,Rental
5489,4,15,2,3,TRUE,24,125,660,BS,2,2,Divorced,Male,TRUE,Rental
5490,10,3,11,1,TRUE,NaN,250,730,PhD,6,0,Separated,Male,TRUE,Rental
5491,7,10,0,6,FALSE,60,75,660,HS,3,0,Separated,Male,TRUE,Owner
5492,8,6,0,6,TRUE,22,310,660,None,4,3,Divorced,Female,FALSE,Rental
5493,7,5,1,1,TRUE,40,310,730,MS,1,2,Married,Male,FALSE,Rental
5494,6,11,0,1,TRUE,22,310,600,MS,2,3,Separated,Male,FALSE,Owner
5495,9,1,0,3,FALSE,40,310,NaN,BS,1,1,Separated,Female,FALSE,Owner
5496,7,11,11,1,FALSE,35,125,600,PhD,1,1,Separated,Female,TRUE,Rental
5497,7,9,11,3,FALSE,50,75,760,MS,6,1,Separated,Female,FALSE,Owner
5498,0,3,2,3,TRUE,50,125,800,None,4,0,Widowed,Female,FALSE,Rental
5499,8,8,1,1,FALSE,35,250,600,MS,2,1,Widowed,Female,FALSE,Owner
5500,0,13,0,4,FALSE,50,175,810,BS,6,1,Separated,Female,TRUE,Rental
5501,4,3,2,4,FALSE,67,250,500,BS,0,1,Single,Male,FALSE,Rental
5502,5,4,5,6,TRUE,44,75,500,MS,3,1,Widowed,Male,FALSE,Owner
5503,0,2,1,6,TRUE,22,125,600,MS,3,2,Widowed,Male,FALSE,Owner
5504,2,3,2,4,TRUE,22,175,810,BS,3,1,Widowed,Male,TRUE,Owner
5505,2,10,2,6,TRUE,77,49,660,MS,4,0,Divorced,Male,TRUE,Rental
5506,3,9,1,1,TRUE,48,49,670,MS,2,1,Divorced,Female,FALSE,Owner
5507,7,4,2,1,TRUE,35,49,620,None,6,0,Divorced,Male,TRUE,Rental
5508,6,4,2,4,FALSE,40,75,600,BS,1,2,Married,Male,FALSE,Rental
5509,1,8,0,3,FALSE,48,250,730,BS,0,0,Divorced,Female,TRUE,Rental
5510,3,11,2,1,FALSE,30,250,500,None,1,3,Single,Female,FALSE,Owner
5511,5,5,2,3,FALSE,60,250,NaN,BS,6,3,Separated,Male,TRUE,Owner
5512,5,2,5,1,TRUE,65,175,300,None,3,2,Single,Female,TRUE,Rental
5513,7,9,5,1,FALSE,22,175,670,PhD,4,3,Married,Female,TRUE,Rental
5514,9,8,1,3,FALSE,48,49,760,MS,5,3,Separated,Male,FALSE,Rental
5515,0,7,11,6,TRUE,63,175,730,BS,6,2,Divorced,Male,TRUE,Rental
5516,9,8,1,3,TRUE,48,125,810,BS,5,2,Single,Male,FALSE,Rental
5517,10,10,11,1,FALSE,67,175,730,None,5,2,Married,Female,FALSE,Rental
5518,5,3,2,3,FALSE,NaN,175,850,HS,3,0,Single,Male,TRUE,Owner
5519,10,2,2,3,TRUE,22,125,620,PhD,1,0,Widowed,Male,TRUE,Rental
5520,7,9,0,6,FALSE,30,250,810,BS,6,2,Divorced,Female,FALSE,Owner
5521,2,9,2,6,TRUE,50,75,810,HS,6,1,Separated,Female,TRUE,Rental
5522,8,5,1,4,TRUE,65,125,600,HS,5,2,Married,Female,FALSE,Owner
5523,8,8,5,4,FALSE,24,310,850,None,3,3,Single,Female,TRUE,Rental
5524,1,8,5,3,FALSE,60,250,850,HS,3,0,Divorced,Female,TRUE,Rental
5525,9,9,5,3,FALSE,NaN,250,NaN,HS,6,2,Single,Male,FALSE,Rental
5526,5,15,1,6,TRUE,40,175,760,None,0,0,Widowed,Female,TRUE,Rental
5527,6,2,1,6,FALSE,48,49,600,MS,0,2,Divorced,Male,TRUE,Owner
5528,8,10,0,1,TRUE,60,175,730,BS,2,2,Separated,Female,FALSE,Owner
5529,9,5,0,1,TRUE,66,125,800,PhD,4,0,Separated,Female,FALSE,Owner
5530,3,2,11,1,FALSE,70,125,800,PhD,6,2,Separated,Male,FALSE,Owner
5531,6,1,5,4,FALSE,22,75,670,BS,5,1,Single,Male,FALSE,Rental
5532,7,7,1,3,FALSE,50,250,850,None,6,1,Divorced,Female,FALSE,Rental
5533,10,6,11,4,TRUE,30,175,660,None,2,1,Single,Male,FALSE,Rental
5534,1,2,1,1,FALSE,63,75,300,HS,1,0,Separated,Male,TRUE,Rental
5535,0,14,5,3,TRUE,63,75,660,BS,2,0,Divorced,Male,FALSE,Rental
5536,3,12,5,3,FALSE,37,49,300,BS,3,1,Widowed,Female,TRUE,Rental
5537,7,4,0,3,FALSE,NaN,75,600,None,3,1,Married,Male,FALSE,Owner
5538,1,12,11,4,TRUE,24,125,730,HS,2,3,Widowed,Female,TRUE,Owner
5539,4,8,0,4,TRUE,NaN,175,730,None,1,1,Married,Female,FALSE,Owner
5540,7,3,2,1,FALSE,30,125,730,None,1,0,Widowed,Female,FALSE,Owner
5541,7,8,2,6,FALSE,56,125,760,BS,3,0,Separated,Female,TRUE,Rental
5542,3,7,2,6,TRUE,77,49,500,PhD,0,3,Married,Female,FALSE,Rental
5543,5,2,11,3,TRUE,63,310,850,HS,6,1,Single,Male,TRUE,Rental
5544,4,12,5,3,TRUE,44,175,850,MS,1,3,Widowed,Male,TRUE,Rental
5545,2,15,5,3,FALSE,48,125,NaN,BS,5,3,Married,Male,TRUE,Rental
5546,5,7,11,4,TRUE,44,75,NaN,None,1,2,Separated,Male,TRUE,Owner
5547,8,13,5,3,FALSE,37,310,670,MS,3,1,Separated,Female,FALSE,Rental
5548,6,7,2,4,TRUE,63,250,600,PhD,6,0,Single,Male,FALSE,Owner
5549,9,3,11,3,FALSE,30,49,800,HS,1,2,Divorced,Male,TRUE,Owner
5550,2,4,2,6,FALSE,30,175,810,MS,0,1,Separated,Male,TRUE,Owner
5551,8,3,1,1,TRUE,57,310,620,HS,3,0,Divorced,Male,TRUE,Owner
5552,8,4,1,6,TRUE,48,310,500,HS,3,2,Single,Female,TRUE,Owner
5553,8,2,2,3,TRUE,63,250,NaN,HS,4,3,Widowed,Male,FALSE,Rental
5554,1,10,1,4,TRUE,40,125,500,MS,5,1,Separated,Male,FALSE,Rental
5555,6,1,5,3,TRUE,48,75,300,None,6,2,Married,Male,FALSE,Owner
5556,6,15,1,4,FALSE,37,125,760,HS,3,2,Separated,Male,TRUE,Rental
5557,9,2,0,6,TRUE,44,310,600,BS,6,1,Married,Female,TRUE,Owner
5558,3,3,5,1,FALSE,35,75,500,None,6,3,Married,Female,TRUE,Owner
5559,9,3,11,6,TRUE,48,310,810,HS,6,0,Single,Female,FALSE,Owner
5560,4,8,1,3,FALSE,50,250,500,MS,4,2,Widowed,Female,FALSE,Owner
5561,5,4,2,1,FALSE,77,310,810,None,0,2,Divorced,Female,TRUE,Rental
5562,10,2,2,1,FALSE,24,250,760,BS,1,2,Single,Male,TRUE,Rental
5563,6,13,1,1,FALSE,70,125,660,PhD,4,0,Widowed,Female,FALSE,Rental
5564,9,2,11,1,TRUE,20,250,810,MS,0,1,Single,Male,FALSE,Owner
5565,4,11,1,4,FALSE,66,175,300,PhD,3,0,Separated,Male,TRUE,Owner
5566,0,12,5,3,FALSE,35,49,NaN,None,6,1,Single,Female,FALSE,Rental
5567,1,5,2,4,FALSE,57,310,500,None,5,1,Married,Male,FALSE,Owner
5568,9,12,1,6,FALSE,56,310,500,PhD,5,3,Widowed,Male,FALSE,Owner
5569,5,13,5,6,FALSE,77,250,760,HS,3,3,Widowed,Male,TRUE,Rental
5570,4,9,11,1,FALSE,56,75,300,MS,3,1,Widowed,Female,FALSE,Owner
5571,1,12,11,1,TRUE,57,250,810,BS,3,3,Divorced,Female,TRUE,Owner
5572,3,8,1,4,TRUE,66,49,760,PhD,2,0,Married,Female,TRUE,Owner
5573,4,12,1,3,FALSE,77,175,810,PhD,2,3,Divorced,Female,TRUE,Owner
5574,1,5,0,1,FALSE,37,250,600,HS,2,1,Widowed,Male,FALSE,Owner
5575,9,3,2,1,FALSE,57,175,800,HS,4,3,Married,Male,FALSE,Rental
5576,10,8,11,3,TRUE,60,49,760,PhD,1,1,Separated,Male,FALSE,Rental
5577,8,7,5,4,TRUE,48,250,660,PhD,2,2,Single,Female,TRUE,Rental
5578,1,9,1,4,FALSE,67,75,730,MS,0,2,Married,Male,TRUE,Rental
5579,9,2,1,1,FALSE,65,49,760,None,5,0,Separated,Male,FALSE,Rental
5580,6,4,2,4,FALSE,56,175,600,MS,4,0,Married,Female,FALSE,Owner
5581,7,4,5,1,TRUE,35,175,810,None,0,0,Separated,Female,FALSE,Owner
5582,2,5,2,6,TRUE,35,175,730,BS,1,1,Separated,Male,TRUE,Rental
5583,7,6,2,6,FALSE,50,75,620,PhD,6,1,Single,Female,FALSE,Owner
5584,7,3,2,3,FALSE,77,75,670,PhD,1,3,Single,Female,TRUE,Rental
5585,9,14,2,4,FALSE,63,175,810,BS,4,0,Married,Male,FALSE,Owner
5586,0,4,0,3,TRUE,44,310,620,HS,0,0,Married,Male,TRUE,Owner
5587,6,3,11,4,FALSE,57,125,760,PhD,0,2,Single,Male,FALSE,Owner
5588,7,15,2,1,FALSE,40,250,730,BS,1,0,Single,Female,FALSE,Rental
5589,8,1,5,4,TRUE,NaN,310,660,None,3,0,Divorced,Female,FALSE,Owner
5590,1,2,5,6,FALSE,56,310,300,HS,4,3,Single,Female,TRUE,Owner
5591,5,13,11,6,FALSE,67,310,NaN,PhD,5,3,Divorced,Female,TRUE,Rental
5592,3,5,5,6,TRUE,35,125,600,HS,1,2,Separated,Male,TRUE,Owner
5593,4,9,1,3,FALSE,24,175,760,BS,2,1,Divorced,Male,TRUE,Rental
5594,6,15,11,6,TRUE,77,75,660,None,2,1,Separated,Female,FALSE,Owner
5595,5,7,11,4,TRUE,63,125,300,None,4,3,Married,Female,FALSE,Owner
5596,5,5,5,1,TRUE,22,250,800,HS,1,1,Married,Female,FALSE,Rental
5597,5,9,1,6,TRUE,65,310,850,MS,2,1,Divorced,Female,FALSE,Owner
5598,0,10,2,3,FALSE,22,75,NaN,BS,6,1,Separated,Female,FALSE,Rental
5599,1,11,2,1,FALSE,37,310,300,HS,6,0,Widowed,Female,TRUE,Owner
5600,4,4,2,1,FALSE,57,175,810,HS,4,2,Widowed,Male,FALSE,Rental
5601,9,3,5,6,TRUE,30,175,670,PhD,6,3,Widowed,Female,TRUE,Rental
5602,1,8,11,3,TRUE,50,250,800,HS,0,3,Married,Male,TRUE,Rental
5603,7,11,2,3,TRUE,20,125,500,PhD,3,0,Separated,Female,FALSE,Rental
5604,5,14,1,4,TRUE,30,250,660,MS,6,2,Separated,Female,FALSE,Rental
5605,10,14,1,1,TRUE,40,75,810,BS,1,3,Married,Female,TRUE,Owner
5606,7,4,2,3,TRUE,57,49,850,None,0,2,Divorced,Male,FALSE,Owner
5607,2,15,11,1,TRUE,57,49,NaN,PhD,2,0,Married,Female,FALSE,Owner
5608,8,8,2,3,TRUE,35,310,810,MS,2,2,Single,Female,FALSE,Owner
5609,5,12,11,1,TRUE,20,175,NaN,PhD,4,1,Divorced,Male,TRUE,Rental
5610,9,2,11,1,FALSE,56,310,810,PhD,6,2,Separated,Female,TRUE,Rental
5611,8,11,2,1,FALSE,20,310,800,None,2,2,Married,Male,TRUE,Rental
5612,9,5,0,1,FALSE,65,125,760,HS,4,1,Divorced,Female,TRUE,Owner
5613,2,5,2,1,TRUE,20,250,300,HS,5,1,Separated,Male,FALSE,Rental
5614,3,8,1,3,TRUE,57,125,800,HS,0,2,Separated,Female,FALSE,Rental
5615,5,2,0,6,TRUE,30,175,850,PhD,0,3,Widowed,Male,FALSE,Owner
5616,5,15,2,3,FALSE,44,49,730,MS,3,0,Separated,Female,TRUE,Rental
5617,7,5,11,3,FALSE,77,310,670,HS,6,3,Single,Male,TRUE,Rental
5618,8,7,2,4,FALSE,60,175,620,PhD,5,3,Single,Male,FALSE,Owner
5619,0,14,5,4,TRUE,NaN,175,850,BS,5,3,Separated,Male,FALSE,Rental
5620,5,8,2,3,TRUE,37,250,NaN,None,2,3,Widowed,Female,FALSE,Owner
5621,6,1,11,1,FALSE,44,175,660,HS,5,1,Widowed,Male,FALSE,Rental
5622,10,5,0,4,FALSE,60,250,620,MS,0,0,Separated,Female,FALSE,Owner
5623,0,2,11,1,TRUE,24,75,300,HS,3,0,Divorced,Male,TRUE,Rental
5624,7,5,1,3,FALSE,30,310,300,MS,6,0,Divorced,Female,TRUE,Rental
5625,9,1,1,3,FALSE,50,125,810,None,6,2,Married,Female,FALSE,Owner
5626,9,9,1,4,FALSE,57,125,620,HS,6,1,Divorced,Male,FALSE,Owner
5627,5,3,1,1,TRUE,22,75,850,MS,6,0,Divorced,Male,TRUE,Owner
5628,4,2,5,4,FALSE,20,175,300,MS,6,0,Divorced,Male,TRUE,Owner
5629,3,2,11,4,FALSE,NaN,125,660,PhD,0,0,Divorced,Female,FALSE,Owner
5630,7,8,0,4,FALSE,30,175,500,HS,5,0,Divorced,Female,FALSE,Rental
5631,3,5,2,3,TRUE,77,310,600,None,3,1,Divorced,Male,TRUE,Owner
5632,9,11,5,6,TRUE,30,310,300,MS,5,1,Divorced,Male,FALSE,Owner
5633,5,7,0,4,FALSE,48,75,670,MS,5,0,Single,Female,TRUE,Owner
5634,8,13,11,3,TRUE,48,75,300,PhD,5,2,Widowed,Female,FALSE,Rental
5635,5,2,5,6,FALSE,77,250,NaN,BS,1,2,Separated,Female,FALSE,Rental
5636,7,8,1,6,FALSE,44,250,730,BS,2,3,Married,Male,TRUE,Rental
5637,7,6,2,3,TRUE,70,310,800,BS,2,0,Married,Male,TRUE,Owner
5638,4,15,1,6,FALSE,66,125,600,MS,6,0,Single,Male,FALSE,Rental
5639,4,8,5,3,FALSE,63,250,NaN,None,0,1,Widowed,Male,TRUE,Rental
5640,9,5,0,3,TRUE,67,75,670,BS,2,2,Single,Female,FALSE,Rental
5641,4,15,2,6,FALSE,24,175,300,PhD,1,3,Married,Female,FALSE,Owner
5642,8,15,1,3,TRUE,30,175,NaN,HS,3,1,Married,Female,TRUE,Owner
5643,5,15,5,4,FALSE,66,250,730,PhD,4,2,Divorced,Female,FALSE,Owner
5644,9,12,2,1,TRUE,NaN,310,620,HS,0,3,Single,Male,TRUE,Rental
5645,2,8,1,6,FALSE,70,250,300,PhD,0,2,Separated,Male,TRUE,Rental
5646,7,6,1,6,TRUE,40,175,760,MS,4,3,Widowed,Male,TRUE,Rental
5647,2,1,0,4,FALSE,56,175,760,PhD,3,3,Separated,Female,FALSE,Owner
5648,10,7,1,6,FALSE,24,75,NaN,HS,4,3,Divorced,Male,TRUE,Rental
5649,8,7,11,1,TRUE,24,125,730,MS,6,3,Married,Female,TRUE,Owner
5650,6,3,1,3,FALSE,35,75,850,HS,2,2,Separated,Female,FALSE,Rental
5651,7,3,1,6,FALSE,70,75,670,PhD,0,2,Widowed,Male,TRUE,Owner
5652,1,8,0,3,FALSE,37,175,850,HS,3,0,Separated,Female,TRUE,Owner
5653,0,10,2,4,TRUE,37,75,850,None,5,2,Married,Male,FALSE,Rental
5654,9,14,1,3,FALSE,NaN,125,850,None,0,0,Single,Female,FALSE,Rental
5655,2,1,11,6,TRUE,40,175,NaN,None,2,0,Divorced,Female,FALSE,Owner
5656,2,12,2,3,FALSE,66,310,300,HS,4,0,Married,Male,TRUE,Owner
5657,10,12,5,1,TRUE,NaN,49,670,MS,1,1,Divorced,Male,FALSE,Owner
5658,8,13,5,4,FALSE,70,75,500,MS,6,3,Married,Male,FALSE,Rental
5659,4,3,2,3,FALSE,70,49,620,PhD,5,3,Single,Male,FALSE,Rental
5660,10,1,11,3,FALSE,56,75,500,BS,6,1,Separated,Female,FALSE,Rental
5661,10,1,11,6,FALSE,44,125,670,MS,4,2,Divorced,Female,TRUE,Rental
5662,0,3,11,6,FALSE,60,250,850,PhD,3,0,Married,Female,TRUE,Owner
5663,5,7,11,1,TRUE,35,310,670,MS,5,0,Single,Female,FALSE,Owner
5664,9,14,1,6,TRUE,70,49,760,MS,0,2,Widowed,Male,FALSE,Owner
5665,8,8,5,6,FALSE,66,49,800,None,1,3,Single,Female,FALSE,Owner
5666,6,8,5,3,TRUE,60,175,800,None,1,0,Single,Male,TRUE,Owner
5667,8,14,0,1,TRUE,35,310,850,PhD,2,2,Single,Male,TRUE,Owner
5668,5,15,11,6,FALSE,67,125,500,MS,1,1,Married,Female,FALSE,Rental
5669,10,5,0,6,TRUE,35,125,600,None,5,0,Separated,Male,FALSE,Owner
5670,3,13,0,6,FALSE,56,49,730,PhD,4,0,Separated,Male,TRUE,Rental
5671,7,6,2,4,FALSE,44,310,800,None,3,3,Married,Male,TRUE,Rental
5672,4,11,2,4,FALSE,35,49,730,BS,4,2,Widowed,Male,FALSE,Rental
5673,10,9,5,6,FALSE,37,175,670,MS,0,0,Married,Female,FALSE,Rental
5674,8,8,0,1,TRUE,48,250,850,None,1,0,Single,Female,FALSE,Owner
5675,1,8,0,6,FALSE,48,250,670,None,4,1,Single,Female,TRUE,Rental
5676,9,15,1,4,FALSE,60,75,850,MS,5,1,Single,Male,TRUE,Rental
5677,1,15,1,3,TRUE,65,75,600,PhD,4,0,Widowed,Female,TRUE,Owner
5678,0,6,0,6,FALSE,20,125,300,None,2,0,Divorced,Female,FALSE,Owner
5679,7,12,0,1,FALSE,70,310,660,None,6,0,Separated,Male,TRUE,Owner
5680,0,9,1,3,TRUE,57,125,760,MS,3,2,Widowed,Female,TRUE,Owner
5681,0,7,0,3,TRUE,20,125,850,BS,0,3,Single,Female,FALSE,Rental
5682,6,13,1,6,TRUE,37,125,600,None,1,3,Divorced,Male,FALSE,Owner
5683,10,11,2,4,TRUE,56,75,730,BS,3,1,Single,Female,TRUE,Owner
5684,10,13,11,6,FALSE,22,310,800,MS,2,3,Divorced,Female,FALSE,Rental
5685,0,1,1,3,FALSE,65,310,600,None,2,1,Widowed,Female,FALSE,Owner
5686,2,12,2,1,FALSE,66,250,800,HS,4,3,Married,Female,TRUE,Rental
5687,8,13,0,6,TRUE,65,175,670,MS,2,3,Married,Female,TRUE,Rental
5688,4,12,2,3,FALSE,22,310,670,HS,6,2,Divorced,Male,TRUE,Owner
5689,0,5,0,6,FALSE,44,125,300,BS,3,2,Divorced,Female,TRUE,Rental
5690,8,10,5,4,FALSE,44,125,300,BS,5,2,Separated,Male,TRUE,Rental
5691,7,14,2,6,FALSE,40,49,760,BS,1,0,Married,Male,FALSE,Owner
5692,6,8,2,4,FALSE,57,175,810,None,4,2,Widowed,Male,TRUE,Rental
5693,2,8,2,4,TRUE,24,310,730,MS,6,1,Separated,Female,FALSE,Rental
5694,10,15,1,3,FALSE,66,75,620,HS,5,1,Separated,Male,FALSE,Rental
5695,0,4,2,3,FALSE,56,310,810,HS,6,0,Widowed,Female,FALSE,Rental
5696,1,6,2,3,TRUE,60,250,800,BS,0,2,Widowed,Female,TRUE,Rental
5697,7,15,1,4,TRUE,65,125,760,BS,2,1,Divorced,Male,FALSE,Rental
5698,7,1,11,4,TRUE,67,310,NaN,BS,0,2,Widowed,Male,TRUE,Rental
5699,2,14,0,6,FALSE,63,125,500,None,1,0,Divorced,Male,TRUE,Rental
5700,8,8,0,3,FALSE,50,75,600,PhD,0,2,Widowed,Male,TRUE,Rental
5701,1,2,0,4,TRUE,56,250,810,BS,5,2,Divorced,Female,FALSE,Rental
5702,10,10,11,3,FALSE,40,175,500,BS,6,1,Separated,Female,FALSE,Rental
5703,2,9,0,6,TRUE,50,125,670,MS,1,2,Separated,Female,TRUE,Rental
5704,4,7,1,6,TRUE,66,75,600,PhD,6,0,Widowed,Male,TRUE,Rental
5705,9,14,1,1,TRUE,20,49,730,MS,1,0,Married,Female,TRUE,Owner
5706,9,4,11,6,TRUE,50,125,760,PhD,0,0,Separated,Male,TRUE,Owner
5707,4,7,1,4,TRUE,48,250,NaN,BS,0,0,Divorced,Female,FALSE,Owner
5708,3,9,1,3,TRUE,37,175,500,PhD,2,2,Divorced,Male,TRUE,Owner
5709,3,9,11,3,FALSE,30,125,300,BS,3,3,Divorced,Female,FALSE,Owner
5710,4,13,11,1,TRUE,66,310,730,PhD,6,2,Widowed,Male,TRUE,Rental
5711,5,12,5,1,TRUE,77,125,850,BS,3,2,Separated,Male,TRUE,Owner
5712,7,13,5,1,FALSE,NaN,250,850,None,5,2,Widowed,Female,TRUE,Owner
5713,8,4,2,1,FALSE,20,310,800,PhD,0,2,Divorced,Male,FALSE,Owner
5714,5,7,2,1,TRUE,77,125,730,HS,5,1,Married,Male,FALSE,Rental
5715,8,6,0,4,TRUE,56,49,670,MS,1,2,Separated,Female,TRUE,Owner
5716,1,4,0,6,FALSE,63,125,600,BS,0,2,Separated,Female,TRUE,Rental
5717,9,1,5,6,FALSE,77,250,600,HS,0,2,Married,Female,FALSE,Owner
5718,3,4,0,6,FALSE,37,310,NaN,None,4,1,Divorced,Male,TRUE,Owner
5719,6,11,2,3,FALSE,56,125,600,MS,3,0,Widowed,Male,TRUE,Owner
5720,8,1,1,1,TRUE,22,175,850,None,0,3,Divorced,Female,FALSE,Rental
5721,2,8,0,1,TRUE,70,125,620,PhD,6,2,Married,Male,TRUE,Rental
5722,5,13,1,3,FALSE,48,49,NaN,BS,6,3,Single,Female,FALSE,Owner
5723,7,5,2,3,FALSE,40,310,NaN,MS,3,1,Divorced,Male,TRUE,Owner
5724,5,8,5,4,FALSE,57,310,760,MS,6,0,Single,Male,FALSE,Owner
5725,1,1,2,3,FALSE,40,75,760,BS,4,0,Widowed,Male,TRUE,Rental
5726,4,1,1,1,FALSE,77,310,850,MS,0,0,Single,Male,FALSE,Owner
5727,8,9,0,6,TRUE,77,49,500,None,5,3,Separated,Female,TRUE,Rental
5728,10,6,11,6,TRUE,22,49,810,BS,0,0,Separated,Male,FALSE,Owner
5729,9,12,1,1,TRUE,67,49,660,PhD,2,1,Married,Male,FALSE,Owner
5730,6,9,11,4,FALSE,67,49,730,HS,6,1,Divorced,Female,TRUE,Rental
5731,7,1,5,6,TRUE,35,75,670,MS,2,0,Widowed,Female,TRUE,Rental
5732,8,15,1,1,TRUE,35,250,800,None,4,3,Widowed,Male,FALSE,Owner
5733,4,2,2,1,FALSE,57,125,800,None,1,1,Separated,Male,TRUE,Owner
5734,5,14,11,6,FALSE,66,250,730,BS,5,2,Divorced,Male,FALSE,Owner
5735,8,3,11,4,FALSE,30,175,810,MS,2,0,Divorced,Female,TRUE,Rental
5736,6,10,1,3,FALSE,44,310,600,PhD,6,2,Married,Male,FALSE,Owner
5737,8,13,11,4,TRUE,22,310,300,BS,4,0,Single,Male,FALSE,Owner
5738,5,12,0,4,TRUE,44,125,800,PhD,3,3,Separated,Male,TRUE,Owner
5739,1,10,1,4,FALSE,67,310,300,None,6,1,Widowed,Male,FALSE,Rental
5740,10,2,5,3,FALSE,35,125,300,BS,3,2,Separated,Male,FALSE,Rental
5741,3,12,1,1,FALSE,24,310,500,None,5,2,Widowed,Female,TRUE,Rental
5742,4,15,1,3,FALSE,57,175,300,None,5,0,Divorced,Male,TRUE,Rental
5743,4,12,5,4,FALSE,70,175,600,None,6,0,Divorced,Male,TRUE,Rental
5744,5,9,2,1,TRUE,35,310,800,PhD,1,3,Married,Male,TRUE,Rental
5745,9,2,11,3,FALSE,30,310,850,None,6,2,Single,Female,FALSE,Owner
5746,4,2,1,4,TRUE,63,250,800,HS,3,3,Divorced,Male,TRUE,Owner
5747,0,12,2,3,TRUE,56,49,810,None,2,0,Widowed,Male,FALSE,Owner
5748,4,13,0,4,TRUE,66,250,660,BS,0,3,Separated,Female,TRUE,Owner
5749,3,3,1,6,FALSE,70,250,620,None,0,2,Divorced,Male,TRUE,Owner
5750,5,12,1,6,TRUE,60,175,810,BS,1,1,Widowed,Male,FALSE,Rental
5751,6,6,1,1,FALSE,66,75,300,MS,0,3,Separated,Female,FALSE,Owner
5752,4,11,0,1,TRUE,70,310,600,None,0,1,Separated,Female,FALSE,Owner
5753,7,1,2,1,TRUE,44,49,600,HS,0,3,Single,Male,FALSE,Owner
5754,1,15,0,3,FALSE,66,75,NaN,PhD,4,0,Divorced,Male,FALSE,Owner
5755,3,6,2,6,TRUE,35,49,760,MS,4,1,Widowed,Female,FALSE,Rental
5756,3,11,1,3,FALSE,22,175,620,None,2,2,Divorced,Male,TRUE,Owner
5757,6,9,1,1,FALSE,40,125,600,HS,5,1,Single,Male,FALSE,Owner
5758,8,2,5,6,TRUE,63,250,670,None,5,3,Single,Female,FALSE,Owner
5759,3,11,2,3,FALSE,22,49,800,MS,2,1,Divorced,Male,FALSE,Owner
5760,2,10,2,6,TRUE,35,250,660,None,0,2,Widowed,Male,FALSE,Rental
5761,0,7,0,1,TRUE,70,125,850,BS,2,0,Separated,Female,FALSE,Owner
5762,2,11,0,3,FALSE,20,175,500,None,3,1,Married,Female,TRUE,Rental
5763,10,4,5,6,FALSE,57,250,660,BS,6,1,Divorced,Male,TRUE,Owner
5764,8,5,0,1,FALSE,20,250,730,BS,3,1,Widowed,Female,TRUE,Rental
